chromosome	start.pos	end.pos	Bf	N.BAF	sd.BAF	depth.ratio	N.ratio	sd.ratio	CNt	A	B	LPP
chr6	32596904	32600373	0.369228503466182	107	0.0770622705745931	1.07291261919543	188	0.280823690269354	8	5	3	-6.73920540104844
chr6	32600416	32603928	0.363237654423578	132	0.0940725526061048	0.706064143536634	212	0.240877007034934	8	5	3	-6.76178788429981
chr6	32603957	32604986	0.302629655833522	51	0.0772689268647076	1.13695730740121	73	0.27078645958967	10	7	3	-6.73537527742182
chr6	32605029	32606132	0.2570896329825	38	0.118736176106351	0.576505397352018	63	0.130574768226048	4	3	1	-6.7366083862168
chr6	32606155	32631710	0.498780362905091	743	0.104529442220371	0.89521983426005	1367	0.309108553697851	6	3	3	-6.73939889447876
chr6	32632000	32632141	0.0186071196515242	11	0.0359466776818615	0.938021817590293	15	0.150338601956035	1	1	0	-6.77787314987675
chr6	32632222	32637401	0.323389940904378	207	0.0877436316208449	0.980804049194327	329	0.274250412055957	6	4	2	-6.74208458827391
chr6	32637420	32640492	0.280408999821088	143	0.114240657406152	0.648750988248059	209	0.171028302762934	7	5	2	-6.76310938712376
chr6	32640517	32642273	0.452855777658289	76	0.100661589566404	1.18804008642108	126	0.485919824401137	11	6	5	-6.73442062711103
chr6	32642594	32644018	0.245528292003654	108	0.0777583674414857	0.719442989107077	141	0.20604612855426	4	3	1	-6.73628710796063
chr6	32644041	32666816	0.306510746749686	394	0.108720167604886	1.02642107616766	726	0.376507542836611	7	5	2	-6.75808065876639
chr6	32666837	59780790	0.329588100171945	16729	0.105379009200157	0.961253308743655	679311	0.365305696689854	5	3	2	-7.33754915979263
chr6	59828833	170743540	0.323689424781188	66098	0.105316916042441	1.16364658719069	2888326	0.460719743730323	6	4	2	-7.81322533807783
chr7	23863	58054211	0.498935829958908	47559	0.0980664339399518	0.689777880001589	1407093	0.285536086259271	4	2	2	-7.80596476821071
chr7	58062698	59950702	0.324440055187067	415	0.127022031355062	0.867885538221564	2538	0.498638648711049	5	3	2	-6.95050374131764
chr7	60102614	60925701	0.277706225771404	150	0.116469526503832	0.851895189532569	857	0.454368588230044	4	3	1	-6.82157292529143
chr7	60932025	60951500	0.394898468708568	85	0.154899883633203	0.667612382583865	673	0.238638666467255	5	3	2	-6.75341013150757
chr7	60951699	61027126	0.496149049702685	226	0.109136902109979	0.762403553341642	2290	0.291589952222193	4	2	2	-6.73486154405306
chr7	61027129	62307992	0.498771281503348	988	0.128649942613093	0.677260285873313	13255	0.27534777914843	4	2	2	-6.78701467424163
chr7	62308000	62308273	0.316962297623311	23	0.149948146505104	0.241688914329159	29	0.0518426712426776	3	2	1	-6.78165006976182
chr7	62308951	62431385	0.364813926688499	279	0.0996733744201216	0.706519521414774	3399	0.244082932411505	3	2	1	-6.8673537492935
chr7	62431955	62442745	0.0845533930683543	55	0.0703565570351841	0.681405927021869	400	0.295287927528557	11	10	1	-6.82382926251333
chr7	62442770	62451977	0.49877781497512	173	0.111861435310713	0.70048666111021	437	0.203597676012013	4	2	2	-6.73330979997279
chr7	62454725	63013516	0.221583005123175	82	0.121429246390448	0.844128796219849	11739	0.379899741407984	5	4	1	-6.76297027217256
chr7	63013569	65081303	0.491961732976833	1818	0.109963362570391	0.846314355866427	43169	0.378648418585352	4	2	2	-6.92381443545843
chr7	65081799	65845608	0.441125279563892	1351	0.116610263023643	0.799373100289247	15649	0.344321388076121	5	3	2	-6.86959356636445
chr7	65850112	142461503	0.498929403174401	36661	0.100208726323022	0.822713341420688	1799768	0.369092424946354	5	3	2	-9.5514302581248
chr7	142461509	142521100	0.363453717624112	693	0.124843929743437	0.895326380528989	2343	0.374389069918645	6	4	2	-6.77645891139694
chr7	142521136	157745860	0.498901063168231	10131	0.103450745826269	0.826057404800774	355364	0.371072696424414	4	2	2	-7.62763173616008
chr7	157746020	157749880	0.49501841797722	44	0.158286256864109	1.30938429431989	150	0.611947235081171	8	4	4	-6.73369167980688
chr7	157749914	159335108	0.498831614262589	1700	0.111167259617406	0.811687783973633	39355	0.358029123207682	4	2	2	-6.81809016346112
chr8	75802	1211513	0.498875401532594	1141	0.0957941414019991	1.30012671954925	28646	0.54646541508672	8	4	4	-6.76146918523843
chr8	1211904	1360263	0.410073654009305	122	0.134525609766207	1.31321245729153	4310	0.517042129188282	7	4	3	-6.74493450313606
chr8	1363320	2086309	0.45002991982797	1445	0.0879768422735689	1.26735071900096	20625	0.490250230945107	7	4	3	-6.76787219721477
chr8	2086362	2086478	0.215951491725702	12	0.129271003803028	2.55063066269928	19	0.454136775130924	14	11	3	-6.73308619566234
chr8	2086488	2246658	0.475758893711195	500	0.0731087667763526	1.22296722915429	4837	0.433231271205234	6	3	3	-6.80491824347733
chr8	2246824	2471550	0.498582957727898	113	0.128060779363258	1.2811227210687	2089	0.650496035985273	8	4	4	-6.73819516788061
chr8	2475613	7152663	0.49893123374489	9261	0.0743423006874321	1.21293229120359	132228	0.447966782774693	6	3	3	-6.88540667489138
chr8	7152736	8181779	0.42011930239028	867	0.117728569881239	1.18345389131219	11378	0.624717983660599	7	4	3	-6.74459813580941
chr8	8182178	12171996	0.477160933431749	3036	0.0736359764754464	1.18469809597892	106575	0.419446174306681	6	3	3	-6.88060520538287
chr8	12172384	12611675	0.338030995575029	567	0.105646560366817	1.17766637083433	8168	0.448299129875742	6	4	2	-6.74155093099998
chr8	12612545	43981788	0.498948372127678	23854	0.0762427937358273	1.18153579744608	865530	0.422701480850409	6	3	3	-7.33381909239586
chr8	43981829	45187816	0.352715911152365	53	0.144079259754612	1.31173662845223	1595	1.25071733577471	8	5	3	-6.75264392870651
chr8	45206662	63797489	0.498940313825227	13284	0.0743438836075718	1.14905013392874	496257	0.398155558011962	6	3	3	-6.91472112709534
chr8	63797498	63803393	0.238962671169397	9	0.145150592297946	1.11197575188488	58	0.861296248902	8	6	2	-6.73724628059091
chr8	63803591	138119723	0.498959286771043	50247	0.0738019705792585	1.13017879488188	2050306	0.390810477577555	6	3	3	-7.07133034359656
chr8	138119845	138122188	0.320270563055543	17	0.15413661339291	0.939576081827201	74	0.290295705179668	6	4	2	-6.73808605476219
chr8	138122574	142491793	0.498917421530697	4087	0.0854888158679064	1.12864443440574	122600	0.391066240889567	6	3	3	-6.7524829731191
chr8	142502138	142502426	0.111428811751336	9	0.0997396611183335	2.08809611591879	29	0.765213901645113	9	8	1	-6.73306583455649
chr8	142503271	143072226	0.498856376493048	489	0.0837538392964904	1.14217873109062	16181	0.41114665336084	6	3	3	-6.73733392255323
chr8	143072235	143073847	0.317385857439216	55	0.129261114377974	1.86819465172436	279	1.1675889579403	19	13	6	-6.73336656363753
chr8	143073941	145074901	0.496658845900402	1680	0.0914197681547747	1.09896335224348	55929	0.415097768023525	6	3	3	-6.7341732615393
chr9	10452	116318	0.247919291365686	122	0.134492140119647	1.07568652017213	2209	0.445650876031192	8	6	2	-6.76215749434082
chr9	116800	34181084	0.498946929858195	32421	0.0784294851351821	1.07982985644596	950051	0.369144558868607	6	3	3	-6.74980280301518
chr9	34181526	34183649	0.127396415759414	9	0.151516042421623	0.885463146218036	57	0.263850063274058	8	7	1	-6.73758007768061
chr9	34187163	38792656	0.496705186530876	3100	0.0783533444627202	1.04765948181306	127355	0.354251041219498	6	3	3	-6.77052327307178
chr9	38793022	40524526	0.397720487386314	1324	0.11459816267377	1.04677729318633	19414	0.451336617011574	5	3	2	-6.83170078862271
chr9	40526616	40562255	0.290644474993415	24	0.0805955976609073	1.98887183302654	134	1.894087930535	14	10	4	-6.73536010803764
chr9	40567789	41215386	0.321225570631232	1303	0.104148681242191	1.01660456064286	15327	0.338313883591205	6	4	2	-6.7589044571729
chr9	41215440	41224252	0.30591410564423	55	0.135628386627797	0.69997555411174	201	0.299280640604761	3	2	1	-6.76303196977391
chr9	41224352	42999853	0.454844583376514	2889	0.114723825593921	1.05371172593513	32380	0.447575238044181	6	3	3	-6.8310940502899
chr9	43000153	43717845	0.498813875489013	704	0.112167814920017	1.10898633716696	8329	0.428666215895963	6	3	3	-6.73370324777909
chr9	43727409	60616884	0.498580598656289	285	0.147400227801445	1.10150603610034	3423	0.945624162108696	6	3	3	-6.73406946003153
chr9	60617136	60680769	0.498549696823574	39	0.164753170796344	0.703452303732138	171	0.61539195650473	4	2	2	-6.73320202245791
chr9	60680951	63410102	0.341495435879618	1130	0.116759836346857	1.03038424998387	21077	0.443554585554953	6	4	2	-6.76289633474535
chr9	63413194	64776064	0.32113650580452	1746	0.114001361813695	0.976570396745641	18825	0.382547119956404	6	4	2	-6.8086826495997
chr9	64776414	65292199	0.490663918541272	276	0.135163238983814	1.2105266460902	3959	0.646046167558702	6	3	3	-6.74385340047215
chr9	65292231	65385796	0.0754094266844252	53	0.131403117886985	0.881723316974237	427	0.345207260734229	5	5	0	-6.91508908095722
chr9	65385901	96892700	0.321437207055092	21374	0.106454918804169	0.90356586702928	784574	0.327141896814564	5	3	2	-7.05515877731511
chr9	96893723	129427991	0.321792350212569	22900	0.1049852892124	0.877084992670429	854949	0.314125250702289	5	3	2	-7.30927552959678
chr9	129428000	129433787	0.211118355246407	141	0.0941311637442242	0.827960286150938	299	0.237359859926457	5	4	1	-6.74022430610087
chr9	129433803	129434713	0.206696170125	51	0.0941665275029338	0.491844844654469	77	0.0996597492400615	5	4	1	-6.75580841732737
chr9	129434731	129436352	0.228800326444245	75	0.0928343327295098	0.862168677134015	115	0.22254093187896	9	7	2	-6.7435318962658
chr9	129436374	129436738	0.273231585527653	29	0.0785915737721309	1.62983480554908	43	0.380623694028967	11	8	3	-6.73309289296522
chr9	129436766	129441012	0.21531704280855	125	0.0895103655918525	0.620451677022096	242	0.222018482203866	5	4	1	-6.75547420411747
chr9	129441077	138269719	0.320145638885833	6980	0.110242981508253	0.864824033413846	231471	0.325626488179642	5	3	2	-7.16217041700128
chr10	10374	3427842	0.498910492057051	3151	0.0888819044400251	1.19464871198785	96435	0.435203681622875	6	3	3	-6.82049012703624
chr10	3431136	3457246	0.495710607327725	23	0.132578725959617	1.25621866509497	801	0.599988163483435	6	3	3	-6.73451967519945
chr10	3458810	16243886	0.498940032240054	11485	0.0744134430329891	1.14535295851607	362486	0.388431694936969	6	3	3	-6.84973120638291
chr10	16258880	16282546	0.123615759701715	9	0.083021248953372	1.17297143400508	688	0.385972293502521	8	7	1	-6.73789068751091
chr10	16282674	26569931	0.467056563366268	9355	0.0708918577935077	1.13981178405001	292321	0.381007376464798	6	3	3	-6.9392893952919
chr10	26570904	26585327	0.223190244688382	118	0.107651937576219	1.29473805489297	524	0.38492397381777	9	7	2	-6.73621583082734
chr10	26585529	26624464	0.497730294375308	46	0.0676082242088663	1.20957496800937	1179	0.387544101169005	6	3	3	-6.73535269219788
