chromosome	start.pos	end.pos	Bf	N.BAF	sd.BAF	depth.ratio	N.ratio	sd.ratio	CNt	A	B	LPP
chr1	2004695	2073439	0.0056690167032436	129	0.123227041786774	0.876030853947343	2051	0.250389578017675	6	6	0	-6.73523601830002
chr1	2075942	2125296	0.0130928809151303	94	0.182003194415363	0.910423895184141	1497	0.32570341331724	6	6	0	-6.73613329937343
chr1	2133900	2211288	0.341556658423024	82	0.120769103260389	0.911280360763433	2295	0.293671386157	6	4	2	-6.7358118695877
chr1	2236553	2437267	0.00881228471916873	197	0.161655224579006	0.882492067146513	5806	0.347718465611408	6	6	0	-6.73573179590427
chr1	2437336	2652186	0.329966697417358	131	0.15499689008681	0.864507406908828	6357	0.28160372132971	6	4	2	-6.73753426343485
chr1	2652211	2655067	0.33759360165758	24	0.110073682502722	0.412273855606026	507	0.0784662847295715	3	2	1	-6.73661668327521
chr1	2657785	2680826	0.0252668999718554	80	0.0920412675744357	4.11143509036664	431	11.0541489348584	20	19	1	-6.77605579794872
chr1	2680849	2683549	0.137893422261872	39	0.0897109017006329	1.4336949688381	228	1.38664758614124	15	13	2	-6.7347589673752
chr1	2683648	2688292	0.0914537408905265	56	0.142121814176906	0.819829320658338	401	0.918416247123302	11	10	1	-6.73470416053025
chr1	2690155	2695117	0.0207801935646753	27	0.0235575914295183	7.44704169085718	213	8.50381930097065	20	20	0	-7.1669757990569
chr1	2695663	2697290	0.0396676406371973	28	0.0799192714374321	1.46650904096285	101	4.96144770420733	20	19	1	-6.74306268733234
chr1	2697314	2699622	0.311252053093947	26	0.138602503029901	1.13959025966431	118	7.18175109517091	16	11	5	-6.73309369069355
chr1	2747556	2759586	0.439735241275988	66	0.178946933181614	0.153523790277569	409	0.0862330019601977	2	1	1	-7.21936246916582
chr1	2773132	2974672	0.0046324438041192	221	0.138875959054441	0.838933283284451	5781	0.755147132127627	6	6	0	-6.73508844371
chr1	2974694	3088310	0.351251361728421	244	0.12911261875927	0.792941542835818	3257	0.273790752435181	6	4	2	-6.76167954731374
chr1	3089021	3252187	0.0134424979068941	105	0.132042601211876	0.822197490807823	4673	0.357353859880244	5	5	0	-6.74428780584691
chr1	3252524	3323635	0.373721537576248	83	0.127588191828607	0.798035693554062	1955	0.239540237648448	5	3	2	-6.7603339382951
chr1	3324161	3403599	0.00581153296761661	121	0.156553026160467	0.785536097527124	2192	0.353456272487521	5	5	0	-6.73433855502519
chr1	3404235	3482891	0.348293167400461	96	0.17099672203691	0.799785692745926	2272	0.245511317098269	6	4	2	-6.75057809601831
chr1	3483730	3614027	0.00695355611683862	114	0.114395654557815	0.787618443960799	3733	0.244559430072695	5	5	0	-6.73715238156221
chr1	3615735	3645356	0.49849200730947	19	0.125045021132157	0.811772850721093	822	0.261135579328636	6	3	3	-6.73649725278571
chr1	3653185	3800588	0.0061778217329882	50	0.0856151235924769	0.812904597242967	4258	0.237556765112249	5	5	0	-6.74377740746993
chr1	3800799	3848999	0.360831978944229	115	0.17647286392245	0.810139059979399	1441	0.265470391820666	6	4	2	-6.75307332023714
chr1	3851032	3960919	0.00730721397948908	64	0.120205964736919	0.810412604421281	3029	0.2311742215511	5	5	0	-6.74073430748994
chr1	3962405	4050316	0.34017643150675	195	0.154295144599048	0.837623526787482	2559	0.38366179327004	6	4	2	-6.73665172307207
chr1	4050997	4594558	0.00251080137965115	851	0.0963395718790372	0.823154571893259	15140	0.254198308999691	5	5	0	-6.76745333984693
chr1	4595913	4711635	0.0119059699802403	200	0.173609415414611	0.828219907181553	3293	0.302823852206604	5	5	0	-6.74176966383515
chr1	4711993	4977752	0.000207732794525239	365	0.0628080530499404	0.847057084974324	7321	0.262741637061886	6	6	0	-6.74477867412205
chr1	4977832	5298324	0.00564789596568338	284	0.15773639704447	0.866422695438281	8812	0.360833872543744	6	6	0	-6.73730889183524
chr1	5302232	5602827	0.349689528128631	172	0.149714684336929	0.838063148973372	8021	0.250118209662642	6	4	2	-6.75952597231641
chr1	5602842	5809268	0.00424038599166776	274	0.112954785239326	0.861475032954913	5710	0.292887509824049	6	6	0	-6.73815929855653
chr1	5816906	5832318	0.489162513801276	33	0.1490325302602	0.882970198602854	496	0.554644403763438	6	3	3	-6.73622764936638
chr1	5840735	5850941	0.0015984106569531	12	0	0.858939514664337	293	0.249641148266941	1	1	0	-Inf
chr1	5855701	6039823	0.320376302737703	283	0.127780132644218	0.867277992942195	5167	0.258281671661253	6	4	2	-6.74297060183083
chr1	6040048	6083266	0.0124471287773441	40	0.0803385424952209	0.901396682223088	1186	0.272286495588708	6	6	0	-6.74742744113131
chr1	6084675	6133958	0.350583649234038	76	0.174089619993478	0.868956141395301	1510	0.283339600149922	6	4	2	-6.7396891250256
chr1	6134287	6137354	0.387827426984161	21	0.0613926860852488	0.775705693484626	100	0.208163894976332	5	3	2	-6.75654740548755
chr1	6137835	6679713	0.00138573867241681	409	0.127514110257948	0.899311815428822	15575	0.276336135059444	6	6	0	-6.73366437306514
chr1	6684649	7198880	0.329526665013408	170	0.163594183497909	0.905605649555843	14301	0.505375257253799	6	4	2	-6.73337940287968
chr1	7205003	7680750	0.0041356642260334	209	0.133434533407052	0.872381378118649	13302	0.300595151957884	6	6	0	-6.73914994869993
chr1	7681758	7715032	0.326819067853991	35	0.137407368339364	0.847234546924239	919	0.27400055777399	6	4	2	-6.73572421210015
chr1	7715347	7895029	0.00925042011186405	164	0.15872583239605	0.97024974288932	5153	0.38738073269024	6	6	0	-6.73804646304175
chr1	7895226	8308403	0.00175668921078304	359	0.0919568317223996	1.24417115064568	12752	0.527813156256375	8	8	0	-6.73382296881372
chr1	8310028	8699495	0.320841086708321	152	0.152631388925496	0.962528660479625	10518	0.307694594179452	6	4	2	-6.74489459789622
chr1	8703234	9095632	0.000813955721361781	319	0.110693002549708	0.933411789703482	11105	0.284439803827475	6	6	0	-6.73498492387964
chr1	9096012	9203808	0.347371355758802	78	0.167824099595167	0.928113576173945	3111	0.295966416544613	6	4	2	-6.73752072390409
chr1	9204595	9207679	0.0517636224326132	15	0.160961486076639	1.04552996132093	95	0.401086992543894	17	16	1	-6.74353405911048
chr1	9207841	9301724	0.00203705013474453	173	0.015015330249191	0.960689589530634	2822	0.355191453944731	6	6	0	-6.74537896228636
chr1	9302282	9350821	0.338730067392052	26	0.110122365505902	0.881792442136696	1389	0.268631669611323	6	4	2	-6.73486272392344
chr1	9353587	9686938	0.0121843321774828	222	0.169475992944673	0.875722016648515	9662	0.2748276249048	6	6	0	-6.73996866934662
chr1	9687685	10560213	-0.000608397280090711	677	0.0379688966512788	0.933559003988553	24416	0.328831632715161	6	6	0	-6.73642140419627
chr1	10560662	10580876	0.498296735518828	45	0.180321743872255	0.963838781069135	582	0.312201363695796	6	3	3	-6.73349874162342
chr1	10583140	10755555	0.00224744640205504	79	0.0941274178372326	0.883954397725	4878	0.271372269730707	6	6	0	-6.73453119521893
chr1	10755616	10831443	0.0271343180336732	63	0.172527650150821	0.880396418668018	2183	0.248183819372367	6	6	0	-6.74862728848772
chr1	10832148	10845308	0.382884373537025	16	0.0836899038116307	0.853554309682228	394	0.346390799378402	8	5	3	-6.74646576587115
chr1	10847325	11587612	0.00123172322565807	445	0.0608527091571306	0.895159724904493	20598	0.318205901206084	6	6	0	-6.73441739272186
chr1	11587885	11857962	0.011422135311587	143	0.174682981135413	0.906591259138554	7792	0.469843355665398	6	6	0	-6.73560268221369
chr1	11869115	12161549	0.341688615281841	346	0.151307048675774	0.937134529240891	8446	0.329201387368653	6	4	2	-6.73628552369417
chr1	12163394	12546337	0.0099695855713714	51	0.120179669416988	0.934454763733554	10211	0.273838652558196	6	6	0	-6.73935999784621
chr1	12546691	12568159	0.343798040563908	80	0.145236025711794	0.906754249729877	647	0.248528582797501	6	4	2	-6.7361453225672
chr1	12568430	12693901	0.0151585018797519	72	0.140893692790812	0.917803923548624	3531	0.276634457474889	6	6	0	-6.74004381434629
chr1	12693985	12708417	0.334425180446181	22	0.120342125927404	0.952762463156476	391	0.232628596139608	6	4	2	-6.73342104384742
chr1	12711199	12893272	0.00275036359234609	497	0.0567423704744675	1.19950150966846	5411	1.19028176150483	8	8	0	-6.73444866006829
chr1	12893437	13009335	0.0711043623170533	65	0.152889873639618	1.3175255239258	1263	0.799773834372246	12	11	1	-6.74817090481673
chr1	13009356	13117055	0.00828360439177811	205	0.0506426835432427	0.921803574077236	1496	0.73473385351996	6	6	0	-6.74906077811087
chr1	13117085	13179269	0.0242626148909409	64	0.177160470594515	0.968199876183894	490	2.41074116881474	6	6	0	-6.74428722175648
chr1	13179527	13220219	-0.00189166693218756	69	0	2.02925685848335	556	4.54559299879108	1	1	0	-Inf
chr1	13221241	13237795	0.185584937213434	134	0.117491281190881	1.19470233383761	634	1.10963105260445	11	9	2	-6.73454407738482
chr1	13238913	13299095	0.0165127713217444	132	0.125612948023204	1.33987443123661	931	2.17748697728721	9	9	0	-6.74338304282355
chr1	13299144	13424666	0.00334651070585207	451	0.091237843004195	0.960326139243831	3590	1.12948615317185	6	6	0	-6.73400982869108
chr1	13425097	13459017	0.314871106138856	111	0.171132984196789	0.820273063148485	1019	0.2637858823459	6	4	2	-6.74313632660973
chr1	13459048	14001584	0.000209004609525831	794	0.10208293541148	0.847378835617376	14901	0.279854566992749	6	6	0	-6.75390568465774
chr1	14005445	14034207	0.336221381080373	49	0.170707593512981	0.851512760577373	774	0.324144050081944	6	4	2	-6.73391949188617
chr1	14035204	14141582	0.318081896734215	209	0.113925749780331	0.834945217410192	2933	0.281782044021127	6	4	2	-6.74967139870647
chr1	14142715	14562941	0.00141326584773932	313	0.126305068401565	0.847738505667891	11106	0.256444752239971	6	6	0	-6.75213539609524
chr1	14563550	14635165	0.289858694452689	35	0.13380547149381	0.828102325838248	1831	0.22107052165009	7	5	2	-6.78726368577403
chr1	14636820	14671437	-7.56165349843352e-05	66	0	0.803212434843255	962	0.237881036474758	1	1	0	-Inf
chr1	14674269	14759517	0.0123672932731747	96	0.188752483136914	0.843626421538802	2256	0.251906360910107	6	6	0	-6.74018678894749
chr1	14760271	14863355	0.00617783226935686	99	0.0946713287240375	0.836918467864914	2821	0.24641981519805	6	6	0	-6.74266184058754
chr1	14865789	14883645	0.312419752679124	27	0.0967420278008475	0.873012730559155	485	0.255523600731518	6	4	2	-6.76121781713577
chr1	14945143	15003287	0.00352061204116394	74	0.0687802331625777	0.8374403701598	1631	0.26717741816382	6	6	0	-6.7379490208471
chr1	15003491	15215601	0.00946393697031978	209	0.172339079378975	0.864741077568935	6167	0.268650691177873	6	6	0	-6.73936910966622
chr1	15215919	15231002	0.334539666301951	61	0.136434229235569	0.911296354833616	442	0.251260093492854	6	4	2	-6.73307705979096
chr1	15231271	15476137	0.0106063375822468	145	0.146029210653159	0.91971599650183	6849	0.315904803740362	6	6	0	-6.73636905193259
chr1	15484641	15676557	0.323018104116135	188	0.108940296733398	0.944089377172144	5482	0.262348169189568	6	4	2	-6.74070411267274
chr1	15682628	16000734	0.00182070109620336	149	0.0588248059127829	0.939676807369144	8987	0.290970045368874	6	6	0	-6.73596984707708
chr1	16000927	16036547	0.323928578254009	89	0.163545308481948	0.91841395907789	1165	0.414010454557311	6	4	2	-6.73502447578142
chr1	16036553	16043984	0.00279597383261243	35	0	0.906941964498848	245	0.256019199694564	1	1	0	-Inf
chr1	16044182	16137765	0.353677510636128	175	0.124553585252867	0.864631872648679	2764	0.262894303228604	6	4	2	-6.75109314561948
chr1	16138908	16490636	0.00603217278331658	63	0.0469375558863664	0.93365776525889	9788	0.301194815593079	6	6	0	-6.74449185167331
chr1	16506745	16509578	0.499153984321975	24	0.0838673469477721	0.866206363769114	125	0.160288897649455	6	3	3	-6.73324971591012
chr1	16509623	16646689	0.0746950302602199	359	0.164145394228594	0.905279534480709	4646	0.412265778068694	8	7	1	-6.82999584724536
chr1	16646905	16654123	0.0968632811948565	43	0.173245618405743	0.541604567963607	214	0.256116260808451	8	7	1	-6.79143103209145
chr1	16654410	16724123	0.498386881870449	118	0.198898227010946	1.01447448637802	1668	1.32149907649958	6	3	3	-6.73335368227364
chr1	16724480	16729866	0.466981578990747	52	0.109259829796865	0.760785410794144	310	0.29658983999318	11	6	5	-6.76334175807951
chr1	16730021	16798739	0.0592129006172373	100	0.166588312187788	0.673195201821966	1587	0.768322742571704	4	4	0	-6.80865294248186
chr1	16798943	16947634	0.498352700770461	52	0.163574572133223	1.67055344561706	3529	1.33200523136911	12	6	6	-6.73345705674247
chr1	16949400	17051461	0.0106559710471528	115	0.166076465896858	0.903097432108093	2906	0.252562014652949	6	6	0	-6.73555010324042
chr1	17051693	17103279	0.320922971552092	170	0.0851028126596861	0.866724164418934	1542	0.243146887684845	6	4	2	-6.74698913947356
chr1	17113383	17392509	0.00121856975830315	213	0.107525554770444	0.897445958529708	7899	0.416894741447879	6	6	0	-6.73328460414148
chr1	17392644	17448561	0.351809927062862	82	0.168383073317079	0.848728310281946	1663	0.270553793629378	6	4	2	-6.74245200051579
chr1	17461139	17840900	0.00434113135765102	139	0.126985774088982	0.845086779332276	10265	0.278510766641694	6	6	0	-6.74964340042255
chr1	17842146	17877532	0.422085446613169	53	0.182773547898269	0.917015780021695	993	0.267642031760848	7	4	3	-6.74011069540936
chr1	17878413	18033086	0.00336283194786247	139	0.0678417556203488	0.881968083972284	4223	0.312727147226783	6	6	0	-6.73541430755013
chr1	18033576	18093650	0.0266621440495645	74	0.176345459338335	0.863927127033298	1647	0.279671717723958	6	6	0	-6.74794307816209
chr1	18096478	18163775	0.00176979107867647	155	0.0352413725042966	0.802675704240024	1945	0.254865338500109	5	5	0	-6.73657103892463
chr1	18163939	18236975	0.293267285474369	64	0.154543810728621	0.864738347337517	2011	0.271821896418674	7	5	2	-6.75925064133812
chr1	18237497	18790441	0.00142714866523741	419	0.127483351592041	0.844981722297765	15230	0.366198997252568	6	6	0	-6.74655740029701
chr1	18790979	18973106	0.0117756704328031	175	0.169985288651589	0.862074872631821	5198	0.276005063234234	6	6	0	-6.74005614467012
chr1	18973421	19011400	0.317412542552049	146	0.105215975553017	0.881314253046357	1152	0.286487845586356	6	4	2	-6.74701555901209
chr1	19012576	19355153	0.0203163324287285	74	0.137945713262423	0.892188769877325	9259	0.33474349732088	6	6	0	-6.74671058087049
chr1	19355413	19382124	0.359999302923177	33	0.103505873790287	0.918347001866281	730	0.378887663087398	8	5	3	-6.75423620857649
chr1	19383879	19490236	0.0108464845503143	122	0.17164576249399	0.912323007943871	3034	0.26421769452295	6	6	0	-6.73543209538951
chr1	19493664	19685304	-0.0004494388534107	89	0.071820634388761	0.968800726620149	5352	0.375444830937683	6	6	0	-6.7362810280329
chr1	19685341	19780525	0.372780113540305	53	0.172390408173392	0.888902306280221	2681	0.244544014305194	6	4	2	-6.76479394507204
chr1	19784947	20146955	0.00029811556322501	268	0.0678541465026823	0.907256116708614	9786	0.274112646997431	6	6	0	-6.73306257892322
chr1	20155894	20256829	0.334951206897912	55	0.169503656486489	0.885049746056691	2672	0.276613215553282	6	4	2	-6.7336826187413
chr1	20258625	20369973	0.0014561644841582	176	0.0863641743831499	0.885807446352529	3174	0.258554149527289	6	6	0	-6.73390934799353
chr1	20370611	20437406	0.357867858622267	58	0.174949157768744	0.877592539978705	1869	0.242294214982786	6	4	2	-6.74568900566378
chr1	20437906	20561714	0.00242264279332716	93	0.113285088251704	0.929978577761329	3486	0.271000661307467	6	6	0	-6.73379469732549
chr1	20563301	21271884	0.000708653485113481	738	0.170419782350992	0.965504601037645	19953	0.312467044596122	6	6	0	-6.74842332691482
chr1	21276874	21864961	0.00434997890236599	342	0.136109164091702	0.905262832162884	16429	0.29889894575687	6	6	0	-6.73373780768119
chr1	21866709	21935051	0.332690619994384	71	0.084123335726076	0.886318981283256	1945	0.248117425619228	6	4	2	-6.73351708415138
chr1	21947861	21987983	0.0106541826000058	114	0.131153620471216	0.834133670428429	1292	0.249537899289859	6	6	0	-6.73989408521121
chr1	21988320	22019154	0.318200714685879	96	0.135473260373831	0.967659699862293	907	0.337884278655343	6	4	2	-6.7411244804943
chr1	22019367	22150017	0.00101555223027949	135	0.0044734707217671	0.933095796113827	3657	0.297650754682203	6	6	0	-6.76436282960604
chr1	22151000	22411540	0.00324248748612233	300	0.155837503446669	0.900080234153183	7481	0.27937953557292	6	6	0	-6.73351677744023
chr1	22411824	22549136	0.356912951551599	70	0.143615921538159	0.914807206151411	3638	0.262566889783577	6	4	2	-6.74919751276986
chr1	22549843	22671766	0.000710178443839193	103	0.0998800670486445	0.877743236338154	3404	0.287164777516341	6	6	0	-6.73419574075249
chr1	22675429	22754909	0.368402040013664	88	0.167073060045282	0.924142980242634	2199	0.326011888660646	6	4	2	-6.75945985612541
chr1	22754915	24096108	0.0041555035881688	395	0.130540354654333	0.920542810770492	37215	0.350865519840109	6	6	0	-6.73455171038557
chr1	24097751	24139769	0.344405319916134	43	0.131002468423736	0.892979179114627	1181	0.296176128242736	6	4	2	-6.73741173131517
chr1	24147434	24179130	-0.00123415788742709	58	0.0350588175735459	0.927755531044924	874	0.339184204491997	6	6	0	-6.73383686266994
chr1	24182584	24231069	0.32337657349464	49	0.158211356524534	0.897825167908763	1416	0.28631823511296	6	4	2	-6.73546661902941
chr1	24231221	24859578	0.000696061064483777	595	0.0935793401700269	0.942622986359259	17541	0.362482637228941	6	6	0	-6.73668270528593
chr1	24860225	25098398	0.332354395848029	145	0.167102684550273	0.902842954594708	6795	0.280930958337981	6	4	2	-6.73315459543819
chr1	25109172	25185272	0.00338246796009911	32	0.0123464357531415	0.934062216582357	2044	0.268737836580168	6	6	0	-6.77816933085475
chr1	25193132	25540347	0.320451803587629	190	0.120002475607992	0.932816351235177	9046	0.297906438474888	6	4	2	-6.74141048253686
chr1	25553425	25761748	0.0281857782926409	31	0.110234403231995	0.907702295922951	5675	0.266167421379386	6	6	0	-6.77201046055744
chr1	25762540	25783652	0.37694972843548	25	0.149105030096238	0.857508933663201	647	0.246619133113983	5	3	2	-6.75049486999855
chr1	25785360	26430365	0.0011348288385794	433	0.0415983604853981	0.908675360706742	18223	0.291161051809617	6	6	0	-6.73348226365366
chr1	26430996	26534508	0.355132825004765	77	0.179771270904972	0.891097984665783	2837	0.288306726980619	6	4	2	-6.74215914160219
chr1	26535654	26583175	0.346478431964453	49	0.11245541066465	0.890654247940763	1293	0.264615039284364	6	4	2	-6.74139942047396
chr1	26641598	27081359	0.00742115181731284	173	0.0927397073190196	0.900794827245918	12237	0.285059068598163	6	6	0	-6.7371849816277
chr1	27084162	27207685	0.326755279395899	156	0.119111249094604	0.851347401855124	3426	0.269955328268926	6	4	2	-6.73932848281912
chr1	27210610	27863201	0.00328808591169899	83	0.121318023746223	0.896385447849779	18223	0.270396424851203	6	6	0	-6.73463803731537
chr1	27878455	27935767	0.018177108372182	54	0.185394637350574	0.905877811461655	1637	0.299821570180119	6	6	0	-6.73879879221352
chr1	27935898	28113515	0.00394755791610635	106	0.101449491724055	0.939877243450317	4972	0.283463092119215	6	6	0	-6.73534827368625
chr1	28132596	28165769	0.328022786419709	20	0.126774675787606	0.895735546872019	904	0.296768237746878	6	4	2	-6.73413662628665
chr1	28169987	28668841	0.00552650158134005	52	0.0580455268087367	0.924161129652941	14178	0.302027602868448	6	6	0	-6.73927745231262
chr1	28669247	28855013	0.32800614990484	101	0.141136385832784	0.921480689559061	5212	0.285427867545837	6	4	2	-6.73411010673559
chr1	28857742	28897600	-0.00239519945281441	63	0	0.8902662557477	1222	0.281987546837354	1	1	0	-Inf
chr1	28903861	29284611	0.00321932094369326	303	0.168809891046164	0.94886346034159	10584	0.29556015764506	6	6	0	-6.73788551222196
chr1	29286177	29303943	0.347197255248061	38	0.0945370241394538	0.86916966840665	511	0.241224603345194	6	4	2	-6.74628678756151
chr1	29304538	29359820	0.0108566023280059	48	0.10999232726303	0.866603431673639	1550	0.264514651500461	6	6	0	-6.73998692436591
chr1	29360107	29414149	0.364109667334078	42	0.123221010942724	0.892895820158823	1569	0.299677584309424	6	4	2	-6.77035359645274
chr1	29415550	29899595	0.00179514024468796	352	0.155481659243289	0.852971540264334	13220	0.342695918117167	6	6	0	-6.74335213324048
chr1	29900365	29926307	0.377249328306815	46	0.142870565725501	0.790815470757272	706	0.229873893011723	5	3	2	-6.74873138080789
chr1	29930121	30000113	0.000819428836969838	106	0.0094752194890977	0.825412096387699	1861	0.249520071621568	5	5	0	-6.7423908036915
chr1	30000704	30029611	0.373007862239187	48	0.159826200763062	0.809831122307434	769	0.238609031618237	5	3	2	-6.75142133412765
chr1	30030372	30332084	0.00683885244661564	163	0.145800918720424	0.829566755870532	8336	0.444283371623831	5	5	0	-6.74178337797463
chr1	30332174	30394908	0.379717749531171	155	0.178293701717298	0.820557934206234	1809	0.250264883222434	5	3	2	-6.74454847929784
chr1	30395726	30475801	0.000828538478822693	85	0.0601280030493304	0.828487510749367	2203	0.696793213868858	5	5	0	-6.73392360405539
chr1	30488727	30598597	0.343422598503115	91	0.164177815392808	0.879667824738613	3004	0.268532781853788	6	4	2	-6.73632625981816
chr1	30598940	30844805	0.00277247401598613	357	0.122377966927925	0.870285554709617	7120	0.271054132437099	6	6	0	-6.7372783777012
chr1	30845757	30971353	0.357051135261083	110	0.175605423380374	0.882310288323831	3417	0.269337327562283	6	4	2	-6.7449271629582
chr1	30972823	31865068	0.00442449289896618	299	0.165235652092151	0.922071852415968	25334	0.366846752127757	6	6	0	-6.73418324982192
chr1	31869910	32749460	0.0018968456911812	476	0.0769526766299461	0.932998758632306	24648	0.275915400568596	6	6	0	-6.73781630185577
chr1	32749779	33007341	0.318116564891173	193	0.109039420675397	0.930784134276899	7157	0.298654707263249	6	4	2	-6.74559967330291
chr1	33007450	33066365	0.0538988977811887	64	0.170369067167779	0.966466704352059	1701	0.282248593568557	6	6	0	-6.79411306482578
chr1	33071897	33459006	0.00239376319131956	449	0.0341385843097402	0.961291980413607	10869	0.373169208368403	6	6	0	-6.74104525952456
chr1	33459247	33573066	0.386302536467845	57	0.177352227661909	0.980800692688802	3147	0.445825558058528	8	5	3	-6.75093347852408
chr1	33573674	33906522	0.00607734403478788	99	0.112132251959457	0.93238232964808	9013	0.654511722060536	6	6	0	-6.73507388947565
chr1	33906902	33964932	0.498533666306192	33	0.153424236064975	0.889949432671831	1530	0.268867982980218	6	3	3	-6.73331706249551
chr1	33965251	34331229	0.0037835996631283	147	0.0794580404253697	0.872306244818865	9530	0.272901985281764	6	6	0	-6.73958568990891
chr1	34351125	34789410	0.00853835358554639	297	0.161018382593943	0.848455067568155	11655	0.314533597690073	6	6	0	-6.74760957514099
chr1	34802258	37134946	0.000470714344984025	1062	0.074678669188453	0.90640988785732	63639	0.325045871258692	6	6	0	-6.73322964973708
chr1	37135200	37221582	0.376937814461275	92	0.128320945485011	0.844802702177437	2311	0.263859224590404	5	3	2	-6.76106424325639
chr1	37235133	37469124	0.00381412635968847	297	0.146085182166538	0.900268833327638	6641	0.395753639339804	6	6	0	-6.73353647904223
chr1	37472036	37592353	0.316772191077749	96	0.118153065681025	0.929318317484291	3279	0.297830282171777	6	4	2	-6.74516435724427
chr1	37595387	38008470	0.312277721589415	189	0.165281297474435	0.933187753540186	11573	0.319784639995197	6	4	2	-6.74432300744738
chr1	38008496	38469116	0.00289730893410378	260	0.0906593424017424	0.90570048913102	12580	0.271176562311137	6	6	0	-6.73371617574033
chr1	38469512	38481467	0.307221422342355	26	0.0993531773329562	0.913778766736105	346	0.269902939637563	10	7	3	-6.76134036083496
chr1	38482597	40914389	0.00134870779765872	1380	0.12901066872043	0.938246456002987	66451	0.33804286010658	6	6	0	-6.74524234865146
chr1	40914768	40981694	0.333082570177898	120	0.142833031158468	0.938057440666483	1966	0.325526653440356	6	4	2	-6.73338808730061
chr1	40983957	41121740	0.00925603333180069	162	0.153431885018189	0.951012163870955	3793	0.367545602662057	6	6	0	-6.73641808532406
chr1	41128452	41353571	0.00475173710470433	215	0.175602114413222	0.938605843526108	6228	0.281543341386209	6	6	0	-6.73513349810371
chr1	41354338	42353604	0.00758877575013839	76	0.101504419573644	0.881689630579314	26858	0.401157646852653	6	6	0	-6.74002873212251
chr1	42417732	42621406	0.340876910636091	273	0.128592313268228	0.926814756816279	5489	0.285389806364917	6	4	2	-6.7356137414341
chr1	42636696	43605947	0.00378900521446224	325	0.149353510096541	0.92408975131521	26509	0.389737568597864	6	6	0	-6.73435602419679
chr1	43606125	43658195	0.295877826588547	91	0.149239558796071	0.902393178908746	1499	0.259645068313243	7	5	2	-6.7479843039104
chr1	43658738	43904863	0.00310731467508185	242	0.158906458412774	0.972082219008264	6919	0.291336157686043	6	6	0	-6.7408980072985
chr1	43905180	44031577	0.00101264251041178	96	0.0413845837472098	0.930130230810477	3601	0.259955203121872	6	6	0	-6.7339413381411
chr1	44033140	44676537	0.00275961856521884	340	0.174686956221564	0.929190179819733	17678	0.284236080643377	6	6	0	-6.73532135423976
chr1	44676800	46144064	-0.00012852255309026	922	0.0564500366421151	0.955366458103944	41397	0.305086950951154	6	6	0	-6.75561748730796
chr1	46144540	46438243	0.411601278819706	54	0.182493085937781	0.923201066370266	8183	0.296643602305952	7	4	3	-6.7769009178332
chr1	46476261	47369288	0.000884220951697823	965	0.166713646201278	0.903755945475315	24689	0.364540711739047	6	6	0	-6.73322107524936
chr1	47369572	48572029	0.0012212904351746	810	0.13095590600894	0.841212248841786	31981	0.310119101141023	6	6	0	-6.77871801203843
chr1	48573218	49081149	0.00308045465672968	457	0.0908058102779621	0.861408359304283	13159	0.273487029805086	6	6	0	-6.74582879081127
